fiss_density_watersheds_id,elev_min,elev_max,elev_mean,elev_percentile_60
2659,1060,1919,1360.7367989153704,1377
2683,286,1755,843.7442416492968,899
2689,1329,1927,1581.2672896309648,1610
2690,443,2264,1486.19549750152,1609
2697,1490,3171,2175.1043243607905,2251
2816,397,1667,855.3290519412838,931
2711,1500,3041,2046.740905737517,2108
2860,485,1979,1226.7417650157147,1342
9016,793,2084,1314.0681286366205,1400
2732,53,871,363.35112711751367,414
2734,1109,2020,1463.6396321070233,1501
2741,1038,1277,1167.0115473441108,1188
2750,54,1108,576.259098763062,704
2768,819,1400,1007.5613977210496,1006
2777,584,1773,1409.8847061405916,1443
2778,23,2566,1444.031044767951,1654
2785,1344,2811,1864.8061270523183,1922
2799,75,1840,653.812801811802,694
2876,831,3033,1860.0200830674164,1975
2807,1373,2811,1880.486402023723,1936
2813,1565,3041,2073.034514049788,2121
2819,48,2121,938.9240247127378,1095
2825,1042,1398,1145.8565122107889,1153
2832,838,2870,1827.917994188959,1956
2840,682,1458,1045.8597612241467,1044
2841,1025,2421,1891.5257022127482,1993
2843,608,1228,865.0854310529837,895
2844,358,1545,911.1959143968871,951
2848,906,1924,1242.083996287457,1305
2849,763,1601,1125.1760300381534,1124
2851,537,2197,1276.7985258694052,1292
2862,767,1458,1045.794761898015,1042
2865,1306,2072,1570.0009059143265,1603
9765,9,1028,343.4839952275439,372
2873,1126,1155,1139.9157894736843,1143
2881,838,1339,1002.9707564575646,1014
2882,1517,2684,2003.5503168420441,2060
2885,1162,1393,1287.791576673866,1313
2898,1248,1926,1631.4792481203008,1701
2903,5,703,218.07836224758017,217
2920,422,1896,1219.6027700689972,1307
2921,1001,2205,1449.4402551751075,1501
2922,796,2834,1921.6791141726337,2129
2924,754,1748,1231.7317467496848,1286
2925,1119,2351,1586.0936173753848,1628
2926,742,1086,1020.8756540817357,1053
2936,1081,2225,1503.0317973354363,1570
2945,1085,2666,1745.453166207603,1845
2953,596,2372,1351.724976489645,1435
2967,376,1667,824.5857205698844,875
2950,232,1560,831.1958213304196,922
2961,398,1665,1120.3982487147146,1360
2974,281,2270,1123.7239978638356,1254
2964,393,1637,1247.1848563324702,1394
2965,491,2919,1751.239059487323,1940
2979,966,2379,1662.6533146591971,1749
2983,1456,2625,1913.0928958652084,1983
2989,54,1190,292.0981348199081,258
2991,92,1959,1057.629469901168,1186
2993,543,2644,1606.2474149589098,1782
5092,660,989,846.7209366570249,866
5093,603,2620,1775.5594845403562,1911
15,889,2557,1349.4622395196698,1408
556,414,2535,1462.6973051484892,1609
5,561,2326,1366.0886194500276,1468
38,935,1503,1215.3686547897248,1265
40,937,3010,2024.0258013064843,2162
70,904,2023,1200.9084128994054,1190
76,918,2077,1220.0691966552693,1235
73,611,1787,1236.626669852757,1336
82,1471,2652,1892.8866618231548,1943
108,534,1862,1274.8769107844992,1371
192,61,2176,1308.289706022643,1437
193,906,2361,1811.886783539786,1911
194,789,1998,1251.3296754482803,1331
110,515,1265,842.0734374569595,870
128,1089,1508,1225.9114335306422,1231
120,230,2793,1822.3987591879786,1997
130,106,1426,717.883044479457,816
131,1252,2094,1573.1793668604848,1594
136,449,2714,1528.4065272693429,1794
139,522,2551,1627.2480515023176,1813
210,327,2229,1322.5698628641949,1494
166,856,2159,1390.2864361282172,1379
169,1071,2376,1661.9541573490546,1756
185,60,236,139.67857142857142,148
186,1158,3206,2012.1008188191477,2138
173,1191,2230,1590.3439400907664,1638
6483,896,2806,1616.0019867474232,1728
225,190,1347,646.1287572962027,709
235,749,2303,1337.41499961677,1433
230,603,2571,1608.521688859251,1789
242,1060,2039,1371.3855078073275,1327
278,947,1569,1110.6267655565935,1123
255,975,2796,1916.9355892031988,2029
10623,0,2398,1440.5335562657679,1534
258,778,2963,1591.3672388200005,1758
259,275,2117,1156.7529710241688,1293
261,11,985,437.80136939404315,505
266,529,2205,1396.3634157842,1543
9036,1164,2725,2012.7317632819788,2118
284,1215,2204,1602.1586235472596,1651
8274,995,2360,1710.9261802356004,1805
299,541,2865,1725.2025101133752,1912
311,465,2003,1180.9537097035477,1294
317,579,2554,1445.5694388153308,1598
318,1059,2042,1524.3492756629846,1590
9911,227,2219,1296.271897225283,1466
333,790,2669,1632.982246638031,1757
341,1000,2447,1638.0134888202265,1723
347,951,1520,1146.5848163066032,1149
7610,43,186,116.42446043165468,133
359,206,1075,675.2955624411104,712
