fiss_density_watersheds_id,elev_min,elev_max,elev_mean,elev_percentile_60
2351,1080,1862,1379.397816091954,1414
2362,933,1113,1031.795953958842,1055
2363,1373,1427,1404.0266666666666,1408
2352,1721,2274,1974.5711975745326,2005
2353,670,1854,1256.0514154459302,1323
8297,781,1016,922.8462623413258,946
2356,735,1021,855.4811527904849,851
2364,916,1200,1038.2248872858431,1084
2357,641,1661,910.6386976477338,939.5999999999995
2378,345,1520,952.9931212381771,1102
2359,900,1285,1130.8385204692363,1140
2360,783,879,826.8923988153998,827
2361,947,1027,971.6889665501748,977
2369,1030,1662,1291.429225562413,1341.1999999999998
2370,13,289,162.17675312199808,161
2371,1040,1480,1263.6366869443145,1292
2374,1648,2835,2181.8175337711386,2256
2375,941,2168,1624.3869200279785,1723
2382,881,1090,914.4276836158192,908
2376,789,866,815.870012599748,818
2377,929,1118,990.6104601799966,985
2386,962,1019,991.006435006435,993
2379,901,1246,1075.3675543097406,1099
2380,1817,2369,2070.1386349138847,2097
2387,364,1193,782.3448782728525,858
2392,89,382,210.6432337434095,227
8302,961,1168,1052.1454183266933,1061
2389,1096,1243,1128.6488230827638,1124
2390,1303,2243,1827.8503092783506,1928.3999999999999
2391,548,695,604.016713091922,609
2393,341,1298,816.131403311086,883
9298,863,1021,931.0228412256267,935
2394,585,1314,965.4237790963031,996
2395,528,1370,990.4550229809587,1087
2398,546,1089,772.6269791006966,785
2396,1309,2181,1645.1069967707213,1686
2397,691,1398,1023.4306479047472,1023.5999999999999
2399,1031,1889,1487.5309906639004,1553
2406,1470,2931,2263.2646836638337,2376
9299,795,901,835.358574610245,834
2416,869,1194,1012.1893753074274,1029
2407,937,1246,1122.3111048318733,1149
2408,786,824,806.3705882352941,809
2412,852,1382,1069.594570617459,1049
2409,1167,2140,1728.9761258817146,1820
2418,321,839,576.2889667250438,653.6
2413,1033,1256,1162.5491835921944,1192
2414,780,1510,1062.8871067242444,1095
4879,834,1137,942.7688172043011,949
2417,69,165,115.45204913802003,121
2508,882,1362,1145.2668306178912,1195
2419,1829,2378,2028.1321967579654,2049.2
2430,124,1233,603.894655004859,669
2421,1135,2226,1750.7075193845044,1872
2450,734,1188,845.1458174904943,834
2422,1334,2060,1648.0456489955054,1686
2423,1031,1920,1533.6331658291458,1632.8
9300,503,1469,989.9496062992126,1132.1999999999998
2425,552,2583,1683.2628065064337,1858
2451,733,866,807.1852286049239,814
2427,828,2286,1478.8567045794673,1604
2429,950,1197,1040.450250353062,1062
2459,1913,2478,2188.85786163522,2226
2431,788,862,819.7557372427403,823
2461,1238,1793,1540.856278366112,1598
2432,1008,1422,1196.6020337576092,1219
2442,839,966,877.3363249881909,882
2433,931,2096,1334.0193100200165,1450
2443,177,594,429.37301927194864,495
2462,1168,1968,1512.4644549763034,1601.6
2434,820,1097,945.5318633808906,960
2435,762,854,804.7714386129335,813
2436,987,1481,1193.414247171103,1212
2481,972,1622,1333.8634232121922,1396
2482,244,1842,835.9803997749799,900
2483,1450,2644,1973.337091258816,2051
2441,1165,2097,1634.5101809954751,1718.5999999999995
2464,989,2319,1566.7412867100902,1693
2437,851,1495,1071.288489636885,1081
2463,1239,1684,1485.1379716981132,1532
2444,419,1287,977.5189887271533,1079
2445,753,836,798.9902646030954,809
2446,1271,2672,1838.4528501055595,1932.6000000000004
2447,997,2015,1316.177938002887,1318
8588,906,1112,1016.4945332211943,1033
2452,1272,2554,1920.3791660549111,2011
2469,920,1445,1138.5285584768812,1169
2453,1463,2315,1788.4949484207168,1810
2473,1196,1325,1273.8005354752343,1293
2454,1027,1984,1544.0240162037037,1628
2475,518,664,571.7366529774127,572
2455,996,1797,1299.1579274754642,1326
2456,1370,2319,1831.9640924741761,1918
2457,261,493,365.81051202482547,359
2460,826,1194,956.3745930215806,964
2466,808,2266,1586.1254607600026,1645
2467,946,1041,992.6091995653749,996
2468,360,520,461.33003300330034,492
2470,887,1889,1481.9090207577744,1577
2472,908,1017,941.0752427184466,942
2476,1060,1478,1239.8965769455822,1261
2493,842,1251,1026.2312071569652,1054
2479,1234,2531,1660.9601794340924,1654
2494,986,1053,1018.3250388802488,1020
2484,633,773,684.1410764777728,693
2485,1080,2604,1851.8041219553738,2042
2486,598,702,654.5513950073422,671
2495,1071,1296,1171.5460557392537,1188
2487,1615,2706,2189.3487389737857,2248
2488,1392,1933,1623.0626040626041,1622.2
2490,807,1578,1045.2055548758105,1025
2506,764,980,876.8030303030303,887
2492,659,1975,1123.423179745243,1155
8590,965,1099,1041.4331491712708,1056
2496,805,1970,1429.5323090826932,1546
2497,927,1083,987.4431740224103,991
4296,1050,1268,1150.9959107806692,1174
2498,1081,1485,1275.7766279069767,1290
2500,833,1074,932.1761158021712,944
2516,1792,2281,2059.300507614213,2106
4297,1440,2811,1915.979791634209,1966
4298,1151,2925,1820.6004040633982,1883
2501,7,990,573.7143867090845,675
2507,1168,1689,1445.9555593393495,1476
2502,1167,1561,1387.3666325486183,1427
2503,328,1572,1094.8576229218252,1242
2505,609,2567,1792.9584573671336,2009
2514,864,957,902.906,905
2510,803,901,849.3222113979542,853
2511,324,1011,726.9610681658468,822
2512,1356,1703,1442.8479938271605,1443
2513,1408,1636,1495.4008221993834,1486
2518,454,1640,994.6809226333494,1029
2517,932,2365,1335.6888448726029,1260
2752,798,1705,981.3351539225422,924
2524,18,1662,1004.1262049532849,1208
2531,1145,1515,1352.1218288662749,1374
2521,724,1156,937.9449431478157,939
2523,463,2122,1305.1476871320438,1379
4287,950,1393,1182.5924457915598,1227
2526,971,1866,1530.0623086083701,1573
2527,336,620,470.4421166696767,496
2529,924,1737,1218.723748308525,1262
2530,22,107,64.13875917278186,67
2533,1152,1404,1292.9910775566232,1313
2534,1375,1480,1417.09375,1419
2536,1005,1280,1118.9675400860383,1132
2538,775,1252,887.2543877761718,892
2558,1241,1512,1373.4255910987483,1386
2539,446,1926,1279.5203389830508,1430
2548,1074,1550,1230.8619337979094,1226
2540,162,1231,593.8309170305677,672
2550,1087,1543,1429.0971830985916,1511
2552,1690,1949,1858.9251908396946,1886
2541,4,1182,614.076292169607,699
2553,383,897,580.9615384615385,605.1999999999999
2542,939,1219,1019.927381745503,1022
2543,968,1571,1295.072607260726,1389.6
2544,787,1122,895.457429048414,888
2546,937,1317,1109.7059503407597,1121
2547,628,1465,1085.6036585365853,1176.4
2554,1598,2430,1941.9915178571428,1985
2555,791,865,811.9277626487029,815
2561,730,1850,1409.5203893270682,1493
2562,919,1206,1061.6165191740413,1092.8
2574,802,1666,1078.077965235174,1072.6
2563,590,644,617.5439028393238,620
2575,119,513,371.0490693739425,398
2565,1882,2838,2348.741028066856,2385
2601,532,1883,1152.412201591512,1284.3999999999999
2567,1481,1715,1616.057756647297,1631
2568,118,719,521.4271604938272,640.4
4303,265,1720,1092.1600771456124,1269
2569,1537,2652,2066.334074961492,2116
2579,984,1598,1209.1326343381388,1231
2580,1009,1182,1070.806187974314,1075
4569,1267,2811,1813.4449223526751,1881
2570,794,1644,1137.0162387644634,1167
2576,879,1216,1068.7520363705248,1098
2577,917,1504,1310.8110984416571,1347
2581,264,483,355.7781027466938,380
2582,504,717,688.0319634703196,706
2584,1368,1676,1544.76511369939,1567
2585,640,1649,1359.278366914104,1531
2592,1236,1499,1406.0488431876606,1429
2593,841,1089,965.288209563999,975
2594,877,1919,1325.9850368871967,1373
4880,1282,1602,1398.6821844225603,1409
2586,1149,2475,1905.1447210916926,1998
2607,1393,1569,1471.9793033821302,1479
2587,1201,2300,1803.5798786653186,1867
2597,919,1013,952.2492424242424,950
2611,809,880,834.5414703110273,834
2588,1101,1737,1435.2207676286819,1446
2589,211,1647,723.0995970063327,799
8703,928,1835,1285.951383202479,1343
2590,1384,2231,1618.6544880159329,1600
2591,1368,1981,1729.8250788643534,1777
2595,1506,2607,1910.271130669204,1967
2602,1348,1957,1667.4657336603664,1728
2606,416,1263,723.7571964956195,687.4000000000001
2608,1586,1828,1708.0313627013597,1729
2609,701,1254,964.1967808501857,1002
2610,1384,1788,1579.7866783523225,1584.4
2613,814,2052,1568.9165518459636,1680
2614,1421,2006,1802.9739930225182,1863
2615,1097,1176,1127.6350121359224,1127
2618,169,1655,507.70598078588864,546
9003,962,1280,1114.6185737976782,1138
2619,943,1154,1049.414688308418,1065
2622,918,1362,1206.8875134553284,1282.2
2620,1566,1976,1754.9871829105473,1792
2624,1155,1330,1262.291524816341,1283
2621,572,762,692.2039730981329,697
2627,1200,1919,1485.1326631509558,1503
2630,1132,1319,1242.9194341326377,1258
2628,412,1509,842.2801024765158,909
2629,48,1110,379.1340206185567,397.20000000000005
2631,1198,1833,1402.4239130434783,1406
2632,1207,1891,1467.812486636733,1478
8702,1475,1837,1656.477360931436,1688
2633,965,2516,1643.5057273188038,1773
2637,495,2244,1207.0758280069726,1468.6000000000004
2634,1325,2572,1947.8722615436468,2055
2673,787,1643,1250.668204400284,1403.4
2636,145,612,366.0957187608771,372
2674,235,599,379.9026047565119,366
2638,1429,2140,1751.7650101607242,1751
2639,1233,1579,1429.789173789174,1447
2679,1410,1887,1636.528129395218,1669
2640,784,2111,1216.1894380974586,1204
2685,735,931,837.4367567567567,848
2643,1661,2500,2016.3968859231013,2077
2649,890,1241,1059.1434678065723,1077
2644,987,1398,1178.1989827509951,1190
2646,828,1097,926.773073156031,930
2648,883,2032,1379.603062626606,1430
2720,272,1703,1207.324043715847,1367.4
2651,396,744,490.64391010941495,495
2656,1057,1363,1211.5573770491803,1244
2657,1207,1433,1348.203327171904,1363
2794,664,1810,1334.6291169451074,1465.3999999999999
2658,317,1324,797.3321636011617,876
2669,926,1138,1029.3566092887302,1042
2660,788,2452,1720.6946986703506,1962
2670,888,1110,1000.9724576271186,1010
2802,1120,1304,1195.421686746988,1198
2661,1927,2761,2203.613217967599,2202
2662,1278,1584,1441.4627118644069,1476
2665,854,2229,1738.9650219833902,1872
2686,815,1180,1024.382528127068,1058
2666,1113,1423,1293.9173926333485,1337
2668,812,1130,983.4234369150131,994
2667,1732,2748,2183.483913283623,2262
2671,781,999,883.730871590153,892
2672,1522,2574,2027.8604152428534,2102
2677,790,1200,1004.7543173232596,1033.5999999999995
2678,948,1315,1069.0260252365931,1065
2692,88,863,290.9792899408284,260
2693,1503,1569,1529.6861924686193,1533
2681,1001,1407,1186.1202455825098,1210
2682,1148,1403,1275.3394199785178,1300
2684,816,866,847.8175519630485,853
2704,1428,1524,1483.050040355125,1490
2687,568,735,658.8237053184652,685
2707,1061,1222,1131.7198591962451,1145
2688,453,1839,914.8166590178981,922
2691,505,1134,866.1222921034242,941
2814,718,1028,843.0503144654089,860
2694,1090,1405,1236.5321356937297,1258
2695,781,1308,968.4082278481013,984
2729,806,875,844.6020806241872,849
2696,1835,2858,2302.2017151652863,2336
2745,991,1898,1171.3459595959596,1169
2698,48,1476,455.54168843541595,490
2815,1397,1738,1524.8597122302158,1527.8
2699,372,1645,1113.4950195141842,1216
2817,1324,1405,1362.3991769547324,1369
2700,782,1258,1079.4901091405184,1115
2701,1257,1404,1300.9745639534883,1298
2702,1362,1754,1511.6741741741741,1529
2703,569,576,574.139344262295,575
2705,1027,1636,1426.005878647911,1484
2706,1725,2301,1994.3189444250263,2033
2708,1262,2239,1710.7468203497615,1830
2709,977,1284,1061.0737649447326,1056
2710,742,1445,939.2635173036119,925
2712,41,631,117.7152209492635,77
2713,180,333,265.0463702014443,268
2714,1187,1417,1277.7162853297443,1290
2858,1156,1299,1200.3517163759145,1199
2715,951,2850,1729.8628834933183,1841
2859,512,876,721.64375,778
2716,996,1361,1175.600333827893,1206
2717,398,463,441.98907402349084,452
2718,139,1727,796.2336349532543,934
2719,987,2388,1440.5627395172676,1462
2721,878,1306,1020.3291014825129,991
2725,952,1365,1198.603901611535,1243
2722,879,1173,1021.031677133358,1037
2723,699,784,741.9256965944272,739.6
2724,99,635,273.1419902912621,275
2726,1080,2128,1560.379251805667,1591
2727,1147,1317,1210.9305722288916,1210
2728,809,1601,1238.0164609053497,1309
2730,617,2227,1506.6734083714387,1632
2762,883,1200,979.1047818134309,983
2731,778,939,833.6394811768428,836
2746,1376,1739,1562.6946107784431,1600
2733,59,544,385.6246582832149,458
2735,1403,1675,1519.6015083571137,1532
2763,865,930,893.930817610063,902
2736,1297,1746,1458.3687804878048,1473
2737,1144,1405,1281.2485835694051,1302
2738,872,904,883.2191235059761,884
2764,30,315,122.3187250996016,115
2765,644,696,667.4283513097073,668
2739,1296,1926,1621.4578358208955,1670
2740,22,126,59.009336767546685,57
2742,781,849,812.4445033112582,813
6355,1064,1275,1140.6090168110036,1147
2743,516,932,847.9118480725624,861
2748,337,833,560.965859030837,578
6358,641,2035,1314.9846187353576,1391
2744,1085,2354,1806.3705060037325,1903
2747,582,2960,1770.7618929222608,1921
2749,759,1108,905.8766233766233,933
2753,583,612,597.5749128919861,604
2755,1063,1480,1285.4495542347697,1289
2769,1148,1339,1220.9417064122947,1219
2756,906,1084,1026.0345982142858,1051
2757,715,1332,1076.8756292811752,1102
2759,628,1021,770.243287346091,780
2760,1130,1544,1306,1325
2758,703,2080,1415.7274026622583,1519
2766,1521,2283,1898.1612804878048,1946
2767,1472,2187,1841.9510869565217,1888
2770,1031,1508,1325.4329683949597,1358
2771,989,1607,1307.7100740974302,1336
2772,1305,1941,1709.4427578493248,1785
2776,656,1103,832.0473762481411,871
2773,558,1005,763.474469472007,794
2779,597,630,618.2366737739873,621
2783,1138,1543,1294.2707756232687,1345
2774,929,1283,1110.289942960072,1139
2782,907,1165,1033.569306930693,1052
2790,875,948,920.5179048637092,929
270,796,2620,1353.774471809971,1429
271,678,823,755.0243196294151,767
272,345,1837,1217.66404811949,1308
273,796,1787,1277.116977276045,1314
274,1096,1948,1317.3923083240093,1328
275,754,909,844.0776364599894,851
281,407,2393,1534.175806451613,1772
282,1138,1296,1213.225283177178,1224
7354,783,1134,1005.2689655172413,1056
285,878,1478,1167.613097428887,1206
303,710,1669,977.5786324786325,994.3999999999999
286,1016,1874,1399.8523410933822,1453
287,415,691,574.2351015062213,611
288,1764,2245,1968.9431429323506,1977
294,1150,1177,1165.0581867388362,1167
295,105,322,196.64444444444445,204
296,758,2644,1821.4947704564167,1968
297,446,2319,1425.7701193808925,1679
8273,161,721,354.662037037037,361.59999999999997
289,1436,2021,1738.8625350675848,1786
290,316,478,391.7907444668008,396
291,336,860,584.8243559718969,582
302,974,1257,1107.3799860041988,1131
292,1240,2752,2002.720245398773,2113
293,1959,2777,2358.187154271666,2422
298,792,1054,915.4712195470969,917
300,1367,1779,1522.7492749802268,1535
301,1099,1860,1421.2023081721773,1468
8282,852,859,856.1816091954023,857
305,1089,1719,1456.3986442866365,1550
9870,929,1085,1021.7932752179328,1040
316,1127,1462,1216.9986700162553,1211
306,8,523,304.3938278595696,369
313,813,1764,1369.804739720478,1473.6
307,1064,1246,1187.6957760643647,1208
310,881,984,931.6758801729462,937
308,701,861,785.2422283978543,807
309,795,842,815.4823232323232,818
314,625,703,652.544513457557,656
312,813,1056,919.2746772968869,919
315,1238,1366,1285.5767056162836,1295
319,1197,1328,1247.6793209876544,1252
326,750,1472,998.787396562699,1028
327,528,535,531.0784313725491,532
9421,74,226,154.72628726287263,171
320,1565,2109,1784.786439448876,1816
321,675,2265,1505.360974658972,1591
322,971,1036,1003.8846153846154,1014.2
328,1040,1402,1199.6059794734495,1257
329,832,2532,1526.874442955943,1656
323,992,2699,1921.7231941798025,2085
324,603,731,693.229415274463,709
325,1636,2433,2062.0928005284018,2097.2
9910,1177,1332,1258.9744897959183,1274
330,1420,2205,1804.0367960511555,1845
331,1249,1596,1414.369602763385,1437
337,874,1129,976.512058401773,991
332,1027,1693,1349.2374245472838,1399.6
334,855,1358,974.7248366013072,953
338,678,1198,973.8473520249221,1034.1999999999998
335,1290,1600,1407.1461538461538,1430
336,642,2123,1002.7343247974403,1029
364,1130,1324,1231.9934282584884,1243
339,702,859,791.3338109963044,811
348,1317,1542,1446.8501611170784,1469.6
340,1032,2256,1632.1924582129402,1717
342,992,1456,1147.6834662110857,1168
343,88,655,217.92669278119754,183.5999999999999
349,1045,1233,1135.1352833638025,1153
344,1114,1675,1464.0192825595175,1506
345,20,409,251.53919694072658,295.2
352,15,1008,332.99451827242524,349
346,1148,1488,1315.8074628374961,1340
350,822,1899,1194.1057587830496,1237
351,1275,1723,1471.335209825998,1510
7609,923,1062,982.7924354243543,994
353,1425,2231,1800.8027827850383,1857
354,1038,1934,1452.1487610472955,1519
355,1345,1749,1555.5904289717612,1582
356,1130,1559,1389.5067096081589,1424
357,1436,2258,1703.7814088598402,1731
7611,1209,1976,1641.8825755783696,1676
358,655,2373,1620.1340585830603,1760
360,1074,1994,1412.2428743131868,1459
361,739,1243,859.8626476072094,855
362,864,925,893.0560606060606,893
363,8,38,26.227272727272727,32
368,629,1437,1106.4704938155037,1154
370,929,1640,1225.5441208432949,1245
367,971,2850,2056.3406441717793,2184
380,375,503,413.74252717391306,411
369,839,1906,1251.0024852438646,1340
381,607,1288,961.0612391930836,1130.3999999999999
371,1125,1324,1202.3234106962664,1215
372,878,1172,980.1370899915896,998
382,46,143,97.99587282176704,105
377,1658,2576,1967.2358703843256,1975.5999999999995
373,773,1130,921.0682722825229,937
374,789,1030,893.557677928081,906
404,886,996,942.0383360522023,946
383,1052,1308,1171.570303850412,1177
378,1207,1821,1504.9573193844287,1540
379,1004,2379,1556.6789286545043,1611
384,83,719,365.56032406393695,409
385,889,1273,1089.9075231730976,1123
388,993,2108,1506.023955931335,1611
389,899,1552,1159.4783224027371,1188
390,991,1122,1062.6143738267633,1073
392,807,884,855.0966042154566,859
396,826,1040,914.2581979773215,923
397,921,1177,1008.4903969270166,1011
393,59,1192,454.1169212690952,522
399,1281,1468,1366.8298982520218,1373
394,2294,3249,2679.734441602728,2727
403,837,945,883.8953603158934,893
398,899,1257,993.7660286270856,1000
689,205,290,242.06717363751585,249
401,907,1230,1067.7933508729968,1098
402,1552,2246,1891.2141724793912,1922
406,1009,1224,1149.2247838616715,1168
407,921,982,960.4839203675344,966
416,1595,2123,1846.712995807804,1867
415,1286,1671,1450.354520263249,1470
418,905,1084,1016.8117154811715,1040
419,845,998,904.8575960521678,915
408,584,1657,1145.0124076320724,1303
409,536,639,595.5501113585746,608
411,924,1569,1269.3310225303294,1373.6
412,109,1916,1095.5607371794872,1218
413,721,855,809.431417624521,825
420,378,658,500.11207191227146,509
421,859,1943,1272.6395599654875,1337
422,12,167,136.42909663865547,151
424,1445,2265,1895.132007356447,1999
425,255,380,313.9548660084626,323.8
427,866,1377,1083.0063226247437,1102
428,905,1081,980.892455858748,993
429,1208,1673,1392.1579731743666,1423
430,429,686,610.2046703296703,651
431,254,1212,652.1153027076361,638
432,1007,1316,1199.4652601195794,1241
438,792,1173,1013.3817891373802,1044
3821,7,295,88.44765957446809,72.39999999999998
433,694,1985,1342.4510739856803,1534.5999999999995
434,1648,1871,1744.1459776238678,1750
441,1039,1231,1099.7536355859709,1105
435,1343,1657,1528.899205864386,1554
436,1534,2858,2119.696297445444,2209
921,1308,1651,1488.3071297989031,1558.8
437,882,2393,1624.2846924177397,1745
442,1175,1338,1267.8373557187829,1287
439,568,1894,1252.134721988913,1431
445,1373,1803,1523.4206859592712,1539
440,1319,1936,1601.3107355126301,1635
450,634,721,691.1597671410091,698
443,1205,2728,2030.5013045269372,2175
922,835,939,903.9164711403097,909
446,1684,2365,2007.8702803738317,2035
447,64,783,307.45799806887675,339.5999999999999
923,779,925,871.6928838951311,872
448,426,1964,1267.9924635739408,1371
449,680,863,783.6484220333061,794
453,709,906,811.751682571572,838
454,447,1571,1074.190744803092,1175.1999999999998
457,1034,2634,1921.1535098372601,2123
458,791,851,810.4271186440678,816
459,846,1337,1077.3415896487986,1095
461,1689,2607,2160.3450334983977,2217
484,843,921,885.414125200642,899
462,1183,1562,1265.309023156774,1249
466,752,1000,893.7025379447624,907
467,710,798,758.6168608636052,764
463,899,2076,1594.2360993028396,1744
478,419,651,537.9520295202952,567
485,1776,1903,1854.438446969697,1869
465,982,2676,1801.0037217659137,2096.5999999999995
479,1347,1531,1406.0445823927764,1405.6
468,1041,1354,1176.728825695581,1191
498,1297,1529,1398.0027835768963,1404.6
499,41,244,129.17135549872123,146
469,852,1116,905.9391652548899,909
470,1553,1875,1692.1590114245746,1695.7999999999997
472,602,3335,1943.675759335196,2148
473,1451,2201,1843.259583319576,1912
500,788,875,841.2017543859649,845
474,610,1760,1251.6794918998528,1300
480,923,1439,1124.639315419066,1125
475,1240,2239,1750.6344148319815,1834
521,455,1452,1074.9029748283754,1181.3999999999999
476,268,447,365.5921811731824,372
477,1165,1211,1188.55703125,1192
482,922,1893,1423.0147457443347,1490.1999999999998
483,996,1038,1017.720796460177,1020
486,1398,2538,1785.372304199773,1789
522,974,1125,1053.8666666666666,1068
487,766,917,834.8277099784638,842
488,936,1491,1183.891035897937,1226
489,895,1785,1203.2666666666667,1236.4
490,892,1770,1490.7775890187552,1568
491,1533,2408,1883.670521674016,1932
516,687,1753,984.2902141957161,950
492,978,1405,1145.2461215932915,1217
494,951,1506,1208.9027106122521,1254
517,11,254,110.02998500749625,105
1726,999,1205,1078.7707936507936,1084.4
495,1468,1869,1645.633502170767,1663
496,393,1656,1046.5415628539072,1187
501,1193,1322,1244.1823457544288,1252
504,779,1101,923.5599336374949,939
502,1223,1366,1292.0326013513513,1303
503,26,461,203.60151515151514,241.39999999999998
505,1008,1468,1237.9437506450613,1271
507,962,1221,1060.0027860159971,1066
510,64,1404,795.0455184040461,884
8304,934,1012,975.3848009650181,977
512,370,451,416.48225639029454,422
520,880,918,900.7776748494673,905
513,1453,2123,1773.7359333134862,1808
514,372,614,490.943765872536,501
518,1070,1781,1478.340317362502,1516
519,1060,1721,1288.4897616649882,1278
524,851,938,896.7800989554701,901
526,28,117,81.75577468593814,90
525,883,1531,1163.4818181818182,1156
627,917,1058,995.798584648884,1010
628,938,2293,1717.5049515725323,1811
629,732,2643,1727.5140983887557,1852
527,991,1949,1490.911880216004,1612
528,1177,1402,1246.274336283186,1253
630,1030,1457,1180.7300970873787,1179
529,1016,2038,1545.9891943291839,1622
537,47,140,92.44790652385589,99
530,1054,1243,1115.2747068676717,1111
533,1185,1240,1210.3582784465139,1212
531,216,452,320.15346403497153,331.1999999999989
532,965,1093,1021.2848101265823,1019
566,867,2139,1523.5563832519908,1662
536,1119,1424,1281.5207675207675,1320
538,843,1396,1044.5611945169712,1053
534,1124,2551,1945.0526352002203,2051
541,897,976,934.1297801866907,938
535,1022,1330,1109.687612369651,1096
542,767,1051,924.422732362822,956
540,360,1757,936.2504820799255,1048
543,900,1246,1066.8492120861645,1092
551,877,1120,957.0009996667777,962
544,1235,1388,1295.4577781220949,1298
545,773,1370,1007.4214097248398,985
546,725,941,839.5954623035725,848
547,764,1709,1336.7256268757867,1429
548,82,1241,669.3001277139208,796.2
549,918,3230,2089.3732210897447,2238
1993,712,824,773.5127826941987,778
550,848,1331,1046.8963293477882,1091
554,894,1166,1049.2363945578231,1060
559,771,991,883.4480460466525,901
560,1219,1995,1638.0155574762316,1720.1999999999998
561,417,690,607.8516379919868,634
563,895,1557,1271.8273400317291,1297
564,5,145,64.04113924050633,53
567,838,922,878.4152985074627,881
568,74,801,459.85842472582254,562.1999999999999
583,355,1669,894.7161410018552,944.5999999999998
569,858,1149,996.8909568644624,994
570,1025,1875,1589.8409849749582,1713
575,951,1623,1383.0016694490819,1493
571,914,1862,1352.4981714750102,1394
576,1043,1362,1237.1082802547771,1264
572,571,1108,956.9518160694631,1005
574,954,1110,996.1736038485673,998
577,1076,1421,1251.6305909239309,1276
578,905,1032,980.0867709815078,990
598,277,555,373.12749003984067,385
579,849,1261,1131.1161111577533,1156
581,790,1232,946.221460805616,955
580,1256,1732,1441.303299689441,1446
582,1509,1908,1723.5969289827256,1752
584,871,1038,969.5163967611336,988
585,523,1314,879.202625102543,975
586,938,1270,1113.2767830936307,1118
587,737,991,852.4757752332831,868
588,1056,1524,1261.5316470932132,1282
589,799,1521,1049.6365252903124,1090
924,899,1036,967.6736972704715,973
631,1154,1642,1396.070221752904,1456.1999999999998
590,963,1713,1275.1563647681294,1295
592,715,1120,912.2034201123022,941
599,1056,1706,1419.33730964467,1456
591,819,1907,1300.8204777307787,1374.1999999999998
593,1248,1443,1347.8012684989428,1370
594,853,1168,963.0282070341536,971
595,876,1145,1031.8768545994064,1055.8
602,916,1151,986.5492063492063,992
5367,1184,1491,1330.6471103327497,1338.6
603,674,1748,1079.473062059559,1102
600,857,1458,1202.7991077958168,1259
610,1714,1793,1771.304469273743,1781
601,60,790,249.0157538315314,233
615,940,1018,977.397608750954,984
607,1312,1942,1614.3393342391305,1658
608,210,643,333.1182795698925,317.8
632,532,990,854.8638828633406,889
609,541,2428,1703.8464412603626,1859
611,279,930,644.2631365974912,629
622,643,1270,1045.7784974093265,1129
612,1243,1682,1476.8963901689708,1518
623,1108,1392,1266.609831871345,1288
613,958,1777,1286.8000950570342,1292
614,1733,2101,1872.356276371308,1881
626,1049,1290,1124.9644012944984,1128
616,866,2043,1406.07356152557,1481
619,867,1787,1466.2692340102806,1535
634,1103,1490,1212.3806346381969,1205
635,83,118,98.9866844207723,100
642,1325,1432,1369.7733230531996,1372
685,813,1127,934.7060240963856,935
638,1428,1997,1673.054915514593,1707
639,770,840,802.3493150684932,806
647,1530,2032,1770.8982945736434,1803.3999999999999
640,1490,2277,1849.8379920355337,1876
641,859,1110,993.6391152502911,1016
643,714,1170,1007.5201909889774,1063
673,863,1962,1369.3889582033687,1379
644,826,2002,1350.649660093795,1403
645,832,1455,1096.2869858949193,1108
646,1532,1586,1556.845283018868,1555
3218,1342,1473,1448.8685612788631,1462
648,991,1762,1461.3151701202353,1518
649,815,930,898.7390259532201,913
650,298,634,465.1729174891433,499
651,5,544,283.236815920398,315.4
4324,304,891,521.4991948470209,543.8000000000001
652,636,1629,1084.7338882582924,1107
677,1509,1685,1630.3045685279187,1652
654,1054,1766,1326.5787351443123,1338
656,1599,2188,1947.6070460704607,2015
657,919,1227,1124.6235559312483,1157
658,44,1674,952.1356562922869,1088
662,1054,1728,1232.7154285714287,1203
661,766,1875,1506.0439134646433,1637
664,1072,1308,1210.4827035657265,1231
663,1273,1814,1459.5874896736887,1457
666,1882,2658,2229.633292880259,2279
667,1027,1291,1137.9051406401552,1151
669,818,1286,920.6254465512503,908
678,1005,1087,1042.2029702970297,1044
683,859,1432,1134.6660839160838,1164
684,470,743,603.4301801801802,631
670,1248,1499,1353.1395727733527,1376
672,1083,1438,1234.6091405387667,1244
681,750,1306,982.231649089669,1034
682,1076,1189,1129.4098101265822,1137
5704,1044,1126,1099.15625,1107
687,392,1993,1185.6528012478877,1234
706,1038,1619,1260.8739565943238,1273.3999999999999
686,1069,1298,1188.8046349942063,1204
690,760,1979,1406.263602200316,1517
692,803,1061,940.9645030425963,964
691,1227,2023,1525.704377104377,1560
693,968,1821,1466.1354211663067,1544
696,1193,1263,1210.788626609442,1212
694,1060,1251,1113.0324716940825,1112
695,79,930,334.5875606528452,326
8305,949,1269,1056.4436974789917,1052
697,1281,2500,1909.8341103974437,2003
724,1224,1773,1477.1018099547512,1528
698,1462,2763,1998.070728589689,2057
699,868,931,896.5836552748885,898
9316,898,949,934.921803652968,936
700,375,728,501.70963721960675,519
6966,1162,1338,1222.9152161706907,1226
701,1180,2139,1790.1406917599186,1866.3999999999996
705,936,1325,1102.876584389593,1130
703,960,1747,1293.1664106502817,1343
704,663,854,769.2144827586206,809
707,730,866,779.9125732311852,782
710,1501,2754,1979.7106612574394,2040
718,973,1256,1110.146942800789,1113
1253,1435,1537,1491.0513595166162,1500
888,491,672,586.1258395192648,604
711,1101,1697,1336.1773864216436,1340.1999999999998
